num_poliza,nombre_producto,riesgo,sexo,moneda,fecha nacimiento,fecha inicio,fecha fin,gastos_adm,monto prima,suma_asegurada
c-6701003256734,producto02,Vida grupo particular,F,PEN,1985-05-17,2021-03-16,2026-03-16,0.1,78.0,1100.0
c-6701003256740,producto02,Vida grupo particular,F,PEN,1975-01-10,2021-03-16,2025-03-16,0.1,36.0,850.0
c-6701003256751,producto02,Vida grupo particular,F,PEN,1973-07-12,2021-03-16,2026-03-16,0.1,18.0,1250.0
c-6701003256759,producto02,Vida grupo particular,F,PEN,1975-08-20,2021-03-16,2025-03-16,0.1,50.0,700.0
c-6701003256762,producto02,Vida grupo particular,F,PEN,1980-08-23,2021-03-16,2027-03-16,0.1,83.0,1055.0
c-6701003256774,producto02,Vida grupo particular,F,PEN,1969-05-22,2021-03-16,2027-03-16,0.1,53.0,1220.0
c-6701003256779,producto02,Vida grupo particular,F,PEN,1958-06-04,2021-03-16,2027-03-16,0.1,9.0,495.0
c-6701003256786,producto02,Vida grupo particular,F,PEN,1991-02-27,2021-03-16,2027-03-16,0.1,26.0,800.0
c-6701003256794,producto02,Vida grupo particular,F,PEN,1967-07-25,2021-03-16,2027-03-16,0.1,5.0,1640.0
c-6701003256809,producto02,Vida grupo particular,F,PEN,1961-08-02,2021-03-16,2027-03-16,0.1,65.0,900.0
c-6701003256845,producto02,Vida grupo particular,F,PEN,1978-03-29,2021-03-16,2025-03-16,0.1,47.0,700.0
c-6701003256872,producto02,Vida grupo particular,F,PEN,1987-12-23,2021-03-16,2025-03-16,0.1,50.0,620.0
c-6701003256899,producto02,Vida grupo particular,F,PEN,1974-09-21,2021-03-16,2027-03-16,0.1,17.0,500.0
c-6701003256912,producto02,Vida grupo particular,F,PEN,1973-07-20,2021-03-16,2025-03-16,0.1,244.0,4000.0
c-6701003256930,producto02,Vida grupo particular,F,PEN,1971-06-19,2021-03-16,2027-03-16,0.1,41.0,625.0
c-6701003256939,producto02,Vida grupo particular,F,PEN,1959-03-12,2021-03-16,2026-03-16,0.1,3.0,700.0
c-6701003256962,producto02,Vida grupo particular,F,PEN,1969-01-07,2021-03-17,2026-03-17,0.1,75.0,1200.0
c-6701003256972,producto02,Vida grupo particular,F,PEN,1952-12-30,2021-03-17,2026-03-17,0.1,13.0,340.0
c-6701003256987,producto02,Vida grupo particular,F,PEN,1982-02-09,2021-03-17,2025-03-17,0.1,36.0,505.0
c-6701003256999,producto02,Vida grupo particular,F,PEN,1979-07-24,2021-03-17,2027-03-17,0.1,23.0,1135.0
c-6701003257021,producto02,Vida grupo particular,F,PEN,1975-05-17,2021-03-17,2026-03-17,0.1,5.0,1000.0
c-6701003257029,producto02,Vida grupo particular,F,PEN,1979-05-01,2021-03-17,2025-03-17,0.1,107.0,1350.0
c-6701003257031,producto02,Vida grupo particular,F,PEN,1980-11-08,2021-03-17,2027-03-17,0.1,80.0,1000.0
c-6701003257041,producto02,Vida grupo particular,F,PEN,1988-07-03,2021-03-17,2027-03-17,0.1,66.0,1250.0
c-6701003257045,producto02,Vida grupo particular,F,PEN,1977-03-23,2021-03-17,2027-03-17,0.1,104.0,1250.0
c-6701003257056,producto02,Vida grupo particular,F,PEN,1986-07-19,2021-03-17,2027-03-17,0.1,85.0,1050.0
c-6701003257057,producto02,Vida grupo particular,F,PEN,1961-10-15,2021-03-17,2027-03-17,0.1,40.0,625.0
c-6701003257058,producto02,Vida grupo particular,F,PEN,1968-06-24,2021-03-17,2027-03-17,0.1,32.0,1165.0
c-6701003257068,producto02,Vida grupo particular,F,PEN,1944-08-04,2021-03-17,2026-03-17,0.1,18.0,340.0
c-6701003257071,producto02,Vida grupo particular,F,PEN,1946-06-15,2021-03-17,2027-03-17,0.1,27.0,390.0
c-6701003257073,producto02,Vida grupo particular,F,PEN,1962-05-14,2021-03-17,2027-03-17,0.1,61.0,690.0
c-6701003257076,producto02,Vida grupo particular,F,PEN,1964-01-18,2021-03-17,2026-09-17,0.1,48.0,1230.0
c-6701003257082,producto02,Vida grupo particular,F,PEN,1971-09-30,2021-03-17,2027-03-17,0.1,23.0,625.0
c-6701003257091,producto02,Vida grupo particular,F,PEN,1944-05-04,2021-03-17,2027-03-17,0.1,10.0,1205.0
c-6701003257095,producto02,Vida grupo particular,F,PEN,1963-09-29,2021-03-17,2027-03-17,0.1,57.0,720.0
c-6701003257110,producto02,Vida grupo particular,F,PEN,1955-03-03,2021-03-17,2026-03-17,0.1,7.0,150.0
c-6701003257115,producto02,Vida grupo particular,F,PEN,1970-09-18,2021-03-17,2027-03-17,0.1,76.0,1000.0
c-6701003257116,producto02,Vida grupo particular,F,PEN,1974-05-31,2021-03-17,2027-03-17,0.1,35.0,525.0
c-6701003257123,producto02,Vida grupo particular,F,PEN,1968-06-01,2021-03-17,2027-03-17,0.1,17.0,1000.0
c-6701003257145,producto02,Vida grupo particular,F,PEN,1946-10-10,2021-03-17,2027-03-17,0.1,18.0,200.0
c-6701003257147,producto02,Vida grupo particular,F,PEN,1962-04-23,2021-03-17,2027-03-17,0.1,19.0,1000.0
c-6701003257156,producto02,Vida grupo particular,F,PEN,1964-04-29,2021-03-17,2027-03-17,0.1,131.0,1975.0
c-6701003257175,producto02,Vida grupo particular,F,PEN,1973-03-18,2021-03-17,2026-03-17,0.1,35.0,700.0
c-6701003257176,producto02,Vida grupo particular,F,PEN,1987-09-15,2021-03-17,2027-03-17,0.1,3.0,545.0
c-6701003257178,producto02,Vida grupo particular,F,PEN,1975-06-01,2021-03-17,2027-03-17,0.1,35.0,565.0
c-6701003257195,producto02,Vida grupo particular,F,PEN,1993-04-04,2021-03-17,2027-03-17,0.1,16.0,430.0
c-6701003257199,producto02,Vida grupo particular,F,PEN,1988-09-22,2021-03-17,2025-03-17,0.1,70.0,900.0
c-6701003257200,producto02,Vida grupo particular,F,PEN,1974-04-16,2021-03-17,2027-03-17,0.1,39.0,470.0
c-6701003257223,producto02,Vida grupo particular,F,PEN,1970-10-10,2021-03-17,2027-03-17,0.1,1.0,365.0
c-6701003257236,producto02,Vida grupo particular,F,PEN,1949-05-30,2021-03-17,2027-03-17,0.1,32.0,845.0
c-6701003257249,producto02,Vida grupo particular,F,PEN,1972-03-30,2021-03-17,2025-03-17,0.1,19.0,700.0
c-6701003257274,producto02,Vida grupo particular,F,PEN,1986-07-30,2021-03-17,2025-09-17,0.1,3.0,730.0
c-6701003257277,producto02,Vida grupo particular,F,PEN,1983-05-24,2021-03-17,2026-03-17,0.1,18.0,635.0
c-6701003257282,producto02,Vida grupo particular,F,PEN,1986-05-21,2021-03-17,2026-03-17,0.1,31.0,610.0
c-6701003257300,producto02,Vida grupo particular,F,PEN,1944-10-03,2021-03-17,2025-03-17,0.1,34.0,1050.0
c-6701003257309,producto02,Vida grupo particular,F,PEN,1971-06-23,2021-03-17,2027-03-17,0.1,40.0,900.0
c-6701003257312,producto02,Vida grupo particular,F,PEN,1975-05-16,2021-03-17,2025-03-17,0.1,11.0,500.0
c-6701003257336,producto02,Vida grupo particular,F,PEN,1982-01-13,2021-03-17,2025-03-17,0.1,33.0,2050.0
c-6701003257344,producto02,Vida grupo particular,F,PEN,1995-04-20,2021-03-17,2025-03-17,0.1,38.0,500.0
c-6701003257364,producto02,Vida grupo particular,F,PEN,1973-12-10,2021-03-17,2025-06-17,0.1,16.0,975.0
c-6701003257372,producto02,Vida grupo particular,F,PEN,1961-02-22,2021-03-17,2025-03-17,0.1,156.0,1900.0
c-6701003257377,producto02,Vida grupo particular,F,PEN,1969-01-27,2021-03-17,2027-03-17,0.1,73.0,1100.0
c-6701003257398,producto02,Vida grupo particular,F,PEN,1977-09-28,2021-03-17,2026-03-17,0.1,79.0,1300.0
c-6701003257402,producto02,Vida grupo particular,F,PEN,1970-07-15,2021-03-17,2027-03-17,0.1,25.0,690.0
c-6701003257413,producto02,Vida grupo particular,F,PEN,1976-09-11,2021-03-17,2027-03-17,0.1,13.0,945.0
c-6701003257417,producto02,Vida grupo particular,F,PEN,1985-01-14,2021-03-17,2025-03-17,0.1,55.0,700.0
c-6701003257424,producto02,Vida grupo particular,F,PEN,1995-09-30,2021-03-17,2027-03-17,0.1,40.0,900.0
c-6701003257430,producto02,Vida grupo particular,F,PEN,1975-06-03,2021-03-17,2027-03-17,0.1,38.0,1120.0
c-6701003257436,producto02,Vida grupo particular,F,PEN,1958-10-09,2021-03-17,2025-03-17,0.1,60.0,900.1
c-6701003257441,producto02,Vida grupo particular,F,PEN,1972-05-28,2021-03-17,2027-03-17,0.1,94.0,1220.0
c-6701003257442,producto02,Vida grupo particular,F,PEN,1984-03-06,2021-03-17,2027-03-17,0.1,31.0,400.0
c-6701003257444,producto02,Vida grupo particular,F,PEN,1973-12-30,2021-03-17,2027-03-17,0.1,30.0,795.0
c-6701003257453,producto02,Vida grupo particular,F,PEN,1952-10-08,2021-03-17,2026-03-17,0.1,1.0,1000.0
c-6701003257454,producto02,Vida grupo particular,F,PEN,1975-10-21,2021-03-17,2026-03-17,0.1,6.0,450.0
c-6701003257463,producto02,Vida grupo particular,F,PEN,1961-08-08,2021-03-17,2027-03-17,0.1,51.0,1020.0
c-6701003257483,producto02,Vida grupo particular,F,PEN,1966-01-13,2021-03-17,2026-03-17,0.1,81.0,1495.0
c-6701003257489,producto02,Vida grupo particular,F,PEN,1983-03-22,2021-03-17,2027-03-17,0.1,13.0,410.0
c-6701003257493,producto02,Vida grupo particular,F,PEN,1975-03-23,2021-03-17,2026-03-17,0.1,28.0,395.0
c-6701003257503,producto02,Vida grupo particular,F,PEN,1986-10-25,2021-03-18,2026-03-18,0.1,46.0,700.0
c-6701003257524,producto02,Vida grupo particular,F,PEN,1974-09-24,2021-03-18,2026-06-18,0.1,93.0,1070.0
c-6701003257534,producto02,Vida grupo particular,F,PEN,1955-01-08,2021-03-18,2027-03-18,0.1,56.0,980.0
c-6701003257539,producto02,Vida grupo particular,F,PEN,1950-10-20,2021-03-18,2027-03-18,0.1,72.0,1180.0
c-6701003257543,producto02,Vida grupo particular,F,PEN,1969-11-12,2021-03-18,2027-03-18,0.1,10.0,645.0
c-6701003257549,producto02,Vida grupo particular,F,PEN,1974-12-08,2021-03-18,2027-03-18,0.1,23.0,400.0
c-6701003257551,producto02,Vida grupo particular,F,PEN,1960-04-02,2021-03-18,2026-03-18,0.1,120.0,1500.0
c-6701003257555,producto02,Vida grupo particular,F,PEN,1968-09-04,2021-03-18,2026-03-18,0.1,62.0,850.0
c-6701003257559,producto02,Vida grupo particular,F,PEN,1973-01-08,2021-03-18,2027-03-18,0.1,19.0,384.8
c-6701003257561,producto02,Vida grupo particular,F,PEN,1950-11-23,2021-03-18,2025-03-18,0.1,32.0,500.0
c-6701003257569,producto02,Vida grupo particular,F,PEN,1965-07-25,2021-03-18,2027-03-18,0.1,38.0,435.0
c-6701003257575,producto02,Vida grupo particular,F,PEN,1984-09-19,2021-03-18,2026-03-18,0.1,1.0,480.0
c-6701003257577,producto02,Vida grupo particular,F,PEN,1950-11-27,2021-03-18,2027-03-18,0.1,19.0,1090.0
c-6701003257585,producto02,Vida grupo particular,F,PEN,1958-03-29,2021-03-18,2027-03-18,0.1,56.0,1460.0
c-6701003257599,producto02,Vida grupo particular,F,PEN,1959-08-07,2021-03-18,2025-03-18,0.1,78.0,1000.0
c-6701003257612,producto02,Vida grupo particular,F,PEN,1946-08-07,2021-03-18,2025-08-18,0.1,84.0,1085.0
c-6701003257619,producto02,Vida grupo particular,F,PEN,1940-06-12,2021-03-18,2026-03-18,0.1,25.0,1130.0
c-6701003257627,producto02,Vida grupo particular,F,PEN,1978-12-11,2021-03-18,2026-03-18,0.1,22.0,1300.0
c-6701003257632,producto02,Vida grupo particular,F,PEN,1953-08-16,2021-03-18,2025-03-18,0.1,47.0,1450.0
c-6701003257639,producto02,Vida grupo particular,F,PEN,1953-11-30,2021-03-18,2027-03-18,0.1,28.0,705.0
c-6701003257652,producto02,Vida grupo particular,F,PEN,1990-09-22,2021-03-18,2026-03-18,0.1,13.0,355.0
c-6701003257653,producto02,Vida grupo particular,F,PEN,1953-11-09,2021-03-18,2027-03-18,0.1,7.0,800.0
c-6701003257664,producto02,Vida grupo particular,F,PEN,1977-11-08,2021-03-18,2027-03-18,0.1,7.0,1065.0
c-6701003257671,producto02,Vida grupo particular,F,PEN,2015-03-18,2021-03-18,2025-03-18,0.1,60.0,850.0
c-6701003257672,producto02,Vida grupo particular,F,PEN,1964-10-23,2021-03-18,2027-03-18,0.1,46.0,530.0
c-6701003257680,producto02,Vida grupo particular,F,PEN,1954-10-23,2021-03-18,2027-03-18,0.1,45.0,625.0
c-6701003257690,producto02,Vida grupo particular,F,PEN,1940-03-24,2021-03-18,2027-03-18,0.1,8.0,1215.0
c-6701003257724,producto02,Vida grupo particular,F,PEN,1949-12-24,2021-03-18,2027-03-18,0.1,33.0,400.0
c-6701003257738,producto02,Vida grupo particular,F,PEN,1974-03-06,2021-03-18,2025-03-18,0.1,27.0,1000.0
c-6701003257751,producto02,Vida grupo particular,F,PEN,1963-05-28,2021-03-18,2027-03-18,0.1,23.0,850.0
c-6701003257753,producto02,Vida grupo particular,F,PEN,1970-06-03,2021-03-18,2026-03-18,0.1,50.0,1050.0
c-6701003257762,producto02,Vida grupo particular,F,PEN,1984-08-16,2021-03-18,2025-03-18,0.1,47.0,700.0
c-6701003257772,producto02,Vida grupo particular,F,PEN,1964-09-27,2021-03-18,2026-03-18,0.1,9.0,500.0
c-6701003257778,producto02,Vida grupo particular,F,PEN,1959-10-09,2021-03-18,2027-03-18,0.1,41.0,500.0
c-6701003257790,producto02,Vida grupo particular,F,PEN,1942-06-03,2021-03-18,2025-03-18,0.1,21.0,980.0
c-6701003257818,producto02,Vida grupo particular,F,PEN,1950-07-04,2021-03-18,2027-03-18,0.1,104.0,1400.0
c-6701003257836,producto02,Vida grupo particular,F,PEN,1977-09-03,2021-03-18,2026-03-18,0.1,7.0,875.0
c-6701003257845,producto02,Vida grupo particular,F,PEN,1975-08-27,2021-03-18,2027-03-18,0.1,91.0,1280.0
c-6701003257850,producto02,Vida grupo particular,F,PEN,1986-08-02,2021-03-18,2026-03-18,0.1,44.0,1250.0
c-6701003257854,producto02,Vida grupo particular,F,PEN,1973-08-15,2021-03-18,2027-03-18,0.1,80.0,1030.0
c-6701003257865,producto02,Vida grupo particular,F,PEN,1962-02-02,2021-03-18,2027-03-18,0.1,29.0,1234.9
c-6701003257878,producto02,Vida grupo particular,F,PEN,1968-06-28,2021-03-18,2025-03-18,0.1,29.0,1895.0
c-6701003257879,producto02,Vida grupo particular,F,PEN,1978-03-08,2021-03-18,2025-03-18,0.1,28.0,1250.0
c-6701003257886,producto02,Vida grupo particular,F,PEN,1975-12-21,2021-03-18,2027-03-18,0.1,70.0,920.0
c-6701003257890,producto02,Vida grupo particular,F,PEN,1952-10-20,2021-03-18,2027-03-18,0.1,23.0,500.0
c-6701003257905,producto02,Vida grupo particular,F,PEN,1960-05-25,2021-03-18,2027-03-18,0.1,101.0,1330.0
c-6701003257918,producto02,Vida grupo particular,F,PEN,1960-03-14,2021-03-18,2027-03-18,0.1,87.0,1500.0
c-6701003257925,producto02,Vida grupo particular,F,PEN,1968-09-19,2021-03-18,2026-03-18,0.1,8.0,300.0
c-6701003257926,producto02,Vida grupo particular,F,PEN,1979-03-15,2021-03-18,2027-03-18,0.1,33.0,575.0
c-6701003257931,producto02,Vida grupo particular,F,PEN,1982-11-19,2021-03-18,2027-03-18,0.1,18.0,445.0
c-6701003257936,producto02,Vida grupo particular,F,PEN,1968-06-15,2021-03-18,2027-03-18,0.1,86.0,1285.0
c-6701003257941,producto02,Vida grupo particular,F,PEN,1950-12-27,2021-03-18,2027-03-18,0.1,36.0,515.0
c-6701003257946,producto02,Vida grupo particular,F,PEN,1973-09-05,2021-03-18,2027-03-18,0.1,47.0,895.0
c-6701003257947,producto02,Vida grupo particular,F,PEN,1955-11-14,2021-03-18,2026-03-18,0.1,5.0,200.0
c-6701003257952,producto02,Vida grupo particular,F,PEN,1954-08-19,2021-03-18,2027-03-18,0.1,20.0,555.0
c-6701003257959,producto02,Vida grupo particular,F,PEN,1980-09-27,2021-03-18,2025-03-18,0.1,33.0,600.0
c-6701003257963,producto02,Vida grupo particular,F,PEN,1967-11-21,2021-03-18,2026-03-18,0.1,41.0,975.0
c-6701003257964,producto02,Vida grupo particular,F,PEN,1983-01-31,2021-03-18,2025-03-18,0.1,41.0,700.0
c-6701003257965,producto02,Vida grupo particular,F,PEN,1969-10-26,2021-03-18,2027-03-18,0.1,53.0,1700.0
c-6701003257968,producto02,Vida grupo particular,F,PEN,1969-05-22,2021-03-18,2025-03-18,0.1,5.0,750.0
c-6701003257981,producto02,Vida grupo particular,F,PEN,1977-02-02,2021-03-18,2025-03-18,0.1,30.0,700.0
c-6701003257999,producto02,Vida grupo particular,F,PEN,1995-09-14,2021-03-18,2025-03-18,0.1,11.0,510.0
c-6701003258002,producto02,Vida grupo particular,F,PEN,1959-07-27,2021-03-18,2027-03-18,0.1,18.0,445.0
c-6701003258015,producto02,Vida grupo particular,F,PEN,1991-11-02,2021-03-18,2027-03-18,0.1,30.0,585.0
c-6701003258022,producto02,Vida grupo particular,F,PEN,1981-03-01,2021-03-18,2027-03-18,0.1,64.0,1100.0
c-6701003258038,producto02,Vida grupo particular,F,PEN,1973-06-04,2021-03-18,2025-03-18,0.1,9.0,500.0
c-6701003258040,producto02,Vida grupo particular,F,PEN,1956-05-14,2021-03-18,2025-03-18,0.1,13.0,300.0
c-6701003258041,producto02,Vida grupo particular,F,PEN,1986-11-12,2021-03-18,2026-03-18,0.1,34.0,575.0
c-6701003258042,producto02,Vida grupo particular,F,PEN,1966-02-20,2021-03-18,2027-03-18,0.1,39.0,500.0
c-6701003258047,producto02,Vida grupo particular,F,PEN,1969-04-08,2021-03-18,2027-03-18,0.1,66.0,2250.0
c-6701003258050,producto02,Vida grupo particular,F,PEN,1967-07-14,2021-03-18,2027-03-18,0.1,37.0,625.0
c-6701003258058,producto02,Vida grupo particular,F,PEN,1951-03-11,2021-03-18,2027-03-18,0.1,54.0,640.0
c-6701003258087,producto02,Vida grupo particular,F,PEN,1996-09-07,2021-03-19,2025-03-19,0.1,44.0,700.0
c-6701003258095,producto02,Vida grupo particular,F,PEN,1969-08-13,2021-03-19,2025-03-19,0.1,130.0,2050.0
c-6701003258096,producto02,Vida grupo particular,F,PEN,1941-05-17,2021-03-19,2027-03-19,0.1,25.0,1665.0
c-6701003258108,producto02,Vida grupo particular,F,PEN,1961-06-29,2021-03-19,2025-05-19,0.1,60.0,1050.0
c-6701003258111,producto02,Vida grupo particular,F,PEN,1988-08-31,2021-03-19,2026-03-19,0.1,39.0,1100.0
c-6701003258130,producto02,Vida grupo particular,F,PEN,1975-04-28,2021-03-19,2025-07-19,0.1,67.0,1000.0
c-6701003258132,producto02,Vida grupo particular,F,PEN,1987-01-29,2021-03-19,2025-03-19,0.1,11.0,675.0
c-6701003258137,producto02,Vida grupo particular,F,PEN,1989-02-14,2021-03-19,2027-03-19,0.1,6.0,1200.0
c-6701003258144,producto02,Vida grupo particular,F,PEN,1963-11-08,2021-03-19,2027-03-19,0.1,101.0,1350.0
c-6701003258150,producto02,Vida grupo particular,F,PEN,1961-11-01,2021-03-19,2027-03-19,0.1,20.0,310.0
c-6701003258152,producto02,Vida grupo particular,F,PEN,1955-04-26,2021-03-19,2027-03-19,0.1,132.0,2100.0
c-6701003258163,producto02,Vida grupo particular,F,PEN,1972-05-21,2021-03-19,2026-03-19,0.1,23.0,510.0
c-6701003258175,producto02,Vida grupo particular,F,PEN,1979-09-04,2021-03-19,2026-03-19,0.1,39.0,600.0
c-6701003258179,producto02,Vida grupo particular,F,PEN,1986-07-19,2021-03-19,2025-03-19,0.1,29.0,1000.0
c-6701003258186,producto02,Vida grupo particular,F,PEN,1954-10-03,2021-03-19,2027-03-19,0.1,4.0,400.0
c-6701003258188,producto02,Vida grupo particular,F,PEN,1972-07-04,2021-03-19,2027-03-19,0.1,44.0,600.0
c-6701003258193,producto02,Vida grupo particular,F,PEN,1971-10-11,2021-03-19,2027-03-19,0.1,72.0,1175.0
c-6701003258195,producto02,Vida grupo particular,F,PEN,1941-08-26,2021-03-19,2026-03-19,0.1,45.0,850.0
c-6701003258215,producto02,Vida grupo particular,F,PEN,1945-09-14,2021-03-19,2027-03-19,0.1,59.0,700.0
c-6701003258223,producto02,Vida grupo particular,F,PEN,1941-07-01,2021-03-19,2027-03-19,0.1,45.0,735.0
c-6701003258238,producto02,Vida grupo particular,F,PEN,1940-12-27,2021-03-19,2027-03-19,0.1,41.0,900.0
c-6701003258244,producto02,Vida grupo particular,F,PEN,1962-02-09,2021-03-19,2026-03-19,0.1,5.0,945.0
c-6701003258251,producto02,Vida grupo particular,F,PEN,1982-06-01,2021-03-19,2025-04-19,0.1,70.0,1200.0
c-6701003258257,producto02,Vida grupo particular,F,PEN,1941-05-07,2021-03-19,2025-03-19,0.1,61.0,1270.0
c-6701003258259,producto02,Vida grupo particular,F,PEN,1962-06-23,2021-03-19,2027-03-19,0.1,28.0,600.0
c-6701003258266,producto02,Vida grupo particular,F,PEN,1974-06-14,2021-03-19,2027-03-19,0.1,52.0,800.0
c-6701003258268,producto02,Vida grupo particular,F,PEN,1991-09-30,2021-03-19,2027-03-19,0.1,52.0,720.0
c-6701003258271,producto02,Vida grupo particular,F,PEN,1962-08-10,2021-03-19,2026-03-19,0.1,26.0,600.0
c-6701003258272,producto02,Vida grupo particular,F,PEN,1973-01-20,2021-03-19,2027-03-19,0.1,4.0,1340.0
c-6701003258273,producto02,Vida grupo particular,F,PEN,1985-10-14,2021-03-19,2025-03-19,0.1,2.0,1000.0
c-6701003258274,producto02,Vida grupo particular,F,PEN,1940-07-30,2021-03-19,2025-04-19,0.1,28.0,500.0
c-6701003258283,producto02,Vida grupo particular,F,PEN,1965-11-25,2021-03-19,2025-03-19,0.1,118.0,1350.0
c-6701003258292,producto02,Vida grupo particular,F,PEN,1979-03-22,2021-03-19,2027-03-19,0.1,9.0,400.0
c-6701003258304,producto02,Vida grupo particular,F,PEN,1978-05-07,2021-03-19,2027-03-19,0.1,28.0,870.0
c-6701003258309,producto02,Vida grupo particular,F,PEN,1940-04-24,2021-03-19,2027-03-19,0.1,13.0,345.0
c-6701003258318,producto02,Vida grupo particular,F,PEN,1992-06-16,2021-03-19,2025-03-19,0.1,19.0,345.0
c-6701003258322,producto02,Vida grupo particular,F,PEN,1964-04-05,2021-03-19,2027-03-19,0.1,38.0,580.0
c-6701003258324,producto02,Vida grupo particular,F,PEN,1940-04-16,2021-03-19,2025-03-19,0.1,33.0,600.0
c-6701003258329,producto02,Vida grupo particular,F,PEN,1973-01-19,2021-03-19,2027-04-19,0.1,10.0,345.0
c-6701003258337,producto02,Vida grupo particular,F,PEN,1968-05-31,2021-03-19,2025-03-19,0.1,1.0,700.0
c-6701003258354,producto02,Vida grupo particular,F,PEN,1994-01-17,2021-03-19,2027-03-19,0.1,11.0,1200.0
c-6701003258358,producto02,Vida grupo particular,F,PEN,1940-05-22,2021-03-19,2027-03-19,0.1,32.0,695.0
c-6701003258366,producto02,Vida grupo particular,F,PEN,1968-05-24,2021-03-19,2026-03-19,0.1,5.0,500.0
c-6701003258371,producto02,Vida grupo particular,F,PEN,1944-10-17,2021-03-19,2026-03-19,0.1,16.0,900.0
c-6701003258385,producto02,Vida grupo particular,F,PEN,1966-09-20,2021-03-19,2027-03-19,0.1,44.0,525.0
c-6701003258394,producto02,Vida grupo particular,F,PEN,1961-07-10,2021-03-19,2027-03-19,0.1,2.0,340.0
c-6701003258396,producto02,Vida grupo particular,F,PEN,1977-11-10,2021-03-19,2027-03-19,0.1,39.0,565.0
c-6701003258424,producto02,Vida grupo particular,F,PEN,1958-06-11,2021-03-19,2025-03-19,0.1,20.0,1045.0
c-6701003258430,producto02,Vida grupo particular,F,PEN,1970-08-20,2021-03-19,2027-03-19,0.1,39.0,900.0
c-6701003258433,producto02,Vida grupo particular,F,PEN,1986-06-25,2021-03-19,2027-03-19,0.1,14.0,1130.0
c-6701003258444,producto02,Vida grupo particular,F,PEN,1997-06-13,2021-03-19,2025-03-19,0.1,19.0,900.0
c-6701003258455,producto02,Vida grupo particular,F,PEN,1956-11-24,2021-03-19,2027-03-19,0.1,74.0,1350.0
c-6701003258461,producto02,Vida grupo particular,F,PEN,1971-07-06,2021-03-19,2027-03-19,0.1,28.0,810.0
c-6701003258465,producto02,Vida grupo particular,F,PEN,1978-01-07,2021-03-19,2027-03-19,0.1,23.0,400.0
c-6701003258466,producto02,Vida grupo particular,F,PEN,1975-11-06,2021-03-19,2025-03-19,0.1,3.0,150.0
c-6701003258474,producto02,Vida grupo particular,F,PEN,1979-05-06,2021-03-19,2027-04-19,0.1,12.0,520.0
c-6701003258495,producto02,Vida grupo particular,F,PEN,1965-07-10,2021-03-19,2027-03-19,0.1,96.0,2390.0
c-6701003258505,producto02,Vida grupo particular,F,PEN,1973-12-27,2021-03-19,2026-03-19,0.1,22.0,700.0
c-6701003258517,producto02,Vida grupo particular,F,PEN,1977-02-01,2021-03-19,2025-03-19,0.1,8.0,400.0
c-6701003258549,producto02,Vida grupo particular,F,PEN,1953-10-18,2021-03-19,2027-03-19,0.1,4.0,440.0
c-6701003258562,producto02,Vida grupo particular,F,PEN,1986-06-20,2021-03-19,2027-03-19,0.1,70.0,1080.0
c-6701003258580,producto02,Vida grupo particular,F,PEN,1967-08-19,2021-03-19,2027-03-19,0.1,26.0,965.0
c-6701003258582,producto02,Vida grupo particular,F,PEN,1987-10-22,2021-03-19,2026-03-19,0.1,71.0,800.0
c-6701003258591,producto02,Vida grupo particular,F,PEN,1949-12-31,2021-03-19,2027-03-19,0.1,30.0,800.0
c-6701003258614,producto02,Vida grupo particular,F,PEN,1968-01-24,2021-03-19,2027-03-19,0.1,8.0,400.0
c-6701003258635,producto02,Vida grupo particular,F,PEN,1942-03-17,2021-03-20,2026-03-20,0.1,28.0,320.0
c-6701003258647,producto02,Vida grupo particular,F,PEN,1969-08-06,2021-03-20,2027-03-20,0.1,57.0,640.0
c-6701003258653,producto02,Vida grupo particular,F,PEN,1941-03-24,2021-03-20,2027-04-20,0.1,8.0,2250.0
c-6701003258656,producto02,Vida grupo particular,F,PEN,1992-11-20,2021-03-20,2026-03-20,0.1,16.0,435.0
c-6701003258662,producto02,Vida grupo particular,F,PEN,1967-03-22,2021-03-20,2027-03-20,0.1,57.0,724.899
c-6701003258666,producto02,Vida grupo particular,F,PEN,1972-08-06,2021-03-20,2027-03-20,0.1,3.0,430.0
c-6701003258668,producto02,Vida grupo particular,F,PEN,1980-08-14,2021-03-20,2027-03-20,0.1,36.0,570.0
c-6701003258676,producto02,Vida grupo particular,F,PEN,1972-07-08,2021-03-20,2027-04-20,0.1,16.0,370.0
c-6701003258682,producto02,Vida grupo particular,F,PEN,1975-12-03,2021-03-20,2027-03-20,0.1,15.0,400.0
c-6701003258687,producto02,Vida grupo particular,F,PEN,1964-06-10,2021-03-20,2025-03-20,0.1,4.0,150.0
c-6701003258717,producto02,Vida grupo particular,F,PEN,1950-03-02,2021-03-20,2027-03-20,0.1,67.0,1290.0
c-6701003258732,producto02,Vida grupo particular,F,PEN,1965-01-03,2021-03-20,2027-03-20,0.1,22.0,890.0
c-6701003258752,producto02,Vida grupo particular,F,PEN,1973-12-11,2021-03-20,2025-03-20,0.1,14.0,500.0
c-6701003258753,producto02,Vida grupo particular,F,PEN,1986-12-14,2021-03-20,2027-03-20,0.1,64.0,835.0
c-6701003258754,producto02,Vida grupo particular,F,PEN,1960-09-22,2021-03-20,2025-03-20,0.1,41.0,2250.0
