num_poliza,nombre_producto,riesgo,sexo,moneda,fecha nacimiento,fecha inicio,fecha fin,gastos_adm,monto prima,suma_asegurada
c-6701003165273,producto 01,Vida grupo particular,F,PEN,1969-11-19,2020-03-07,2025-03-11,0.1,10.0,1300.0
c-6701003165350,producto 01,Vida grupo particular,F,PEN,1973-01-04,2020-03-07,2026-04-06,0.1,29.0,1400.0
c-6701003165445,producto 01,Vida grupo particular,F,PEN,1955-02-05,2020-03-07,2025-03-11,0.1,47.0,1300.0
c-6701003165729,producto 01,Vida grupo particular,F,PEN,1970-06-30,2020-03-09,2025-03-13,0.1,97.0,1900.0
c-6701003165732,producto 01,Vida grupo particular,F,PEN,1953-02-08,2020-03-09,2025-03-13,0.1,20.0,1300.0
c-6701003165851,producto 01,Vida grupo particular,F,PEN,1987-05-26,2020-03-09,2026-03-14,0.1,42.0,1300.0
c-6701003165954,producto 01,Vida grupo particular,F,PEN,1974-05-22,2020-03-09,2025-03-13,0.1,8.0,500.0
c-6701003165979,producto 01,Vida grupo particular,F,PEN,1981-09-25,2020-03-09,2025-03-13,0.1,58.0,900.0
c-6701003166204,producto 01,Vida grupo particular,F,PEN,1959-09-11,2020-03-09,2025-03-13,0.1,97.0,1300.0
c-6701003166240,producto 01,Vida grupo particular,F,PEN,1973-08-29,2020-03-09,2025-03-13,0.1,43.0,1500.0
c-6701003166542,producto 01,Vida grupo particular,F,PEN,1973-11-19,2020-03-09,2025-03-13,0.1,180.0,2300.0
c-6701003166702,producto 01,Vida grupo particular,F,PEN,1994-04-14,2020-03-09,2025-03-13,0.1,52.0,900.0
c-6701003166836,producto 01,Vida grupo particular,F,PEN,1975-09-13,2020-03-09,2025-03-13,0.1,7.0,1000.0
c-6701003166881,producto 01,Vida grupo particular,F,PEN,1976-04-03,2020-03-09,2025-03-13,0.1,146.0,1900.0
c-6701003167037,producto 01,Vida grupo particular,F,PEN,1967-06-18,2020-03-09,2026-03-16,0.1,119.0,2300.0
c-6701003167217,producto 01,Vida grupo particular,F,PEN,1979-10-11,2020-03-09,2026-03-13,0.1,75.0,1480.0
c-6701003167303,producto 01,Vida grupo particular,F,PEN,1967-09-02,2020-03-09,2025-03-15,0.1,49.0,1700.0
c-6701003167322,producto 01,Vida grupo particular,F,PEN,1971-04-22,2020-03-09,2025-03-13,0.1,144.0,1900.0
c-6701003167326,producto 01,Vida grupo particular,F,PEN,1990-06-06,2020-03-09,2025-03-13,0.1,35.0,1300.0
c-6701003167448,producto 01,Vida grupo particular,F,PEN,1970-08-21,2020-03-09,2025-03-13,0.1,34.0,701.0
c-6701003167668,producto 01,Vida grupo particular,F,PEN,1951-09-27,2020-03-10,2025-03-15,0.1,86.0,980.0
c-6701003167669,producto 01,Vida grupo particular,F,PEN,1980-01-09,2020-03-10,2025-03-14,0.1,90.0,1400.0
c-6701003167720,producto 01,Vida grupo particular,F,PEN,1954-09-25,2020-03-10,2025-03-14,0.1,41.0,700.0
c-6701003167720,producto 01,Vida grupo particular,F,PEN,1954-09-25,2020-03-10,2025-03-14,0.1,21.0,700.0
c-6701003167776,producto 01,Vida grupo particular,F,PEN,1983-11-24,2020-03-10,2025-03-14,0.1,31.0,500.0
c-6701003167938,producto 01,Vida grupo particular,F,PEN,1984-12-14,2020-03-10,2026-03-14,0.1,72.0,1025.0
c-6701003168397,producto 01,Vida grupo particular,F,PEN,1947-10-15,2020-03-10,2025-03-28,0.1,24.0,300.0
c-6701003168480,producto 01,Vida grupo particular,F,PEN,1944-08-10,2020-03-10,2026-03-14,0.1,178.0,2200.0
c-6701003168618,producto 01,Vida grupo particular,F,PEN,1980-01-30,2020-03-10,2025-03-14,0.1,33.0,500.0
c-6701003168774,producto 01,Vida grupo particular,F,PEN,1952-09-11,2020-03-10,2026-03-14,0.1,304.0,3700.0
c-6701003168855,producto 01,Vida grupo particular,F,PEN,1963-09-28,2020-03-10,2026-03-10,0.1,162.0,3700.0
c-6701003168855,producto 01,Vida grupo particular,F,PEN,1963-09-28,2020-03-10,2026-03-20,0.1,278.0,3700.0
c-6701003168944,producto 01,Vida grupo particular,F,PEN,1962-02-18,2020-03-10,2025-03-20,0.1,69.0,900.0
c-6701003168975,producto 01,Vida grupo particular,F,PEN,1970-05-29,2020-03-10,2026-03-16,0.1,21.0,500.0
c-6701003169160,producto 01,Vida grupo particular,F,PEN,1946-04-26,2020-03-11,2026-03-16,0.1,274.0,3700.0
c-6701003169177,producto 01,Vida grupo particular,F,PEN,1944-08-30,2020-03-11,2025-03-15,0.1,14.0,1400.0
c-6701003169207,producto 01,Vida grupo particular,F,PEN,1941-01-29,2020-03-11,2026-01-15,0.1,10.0,600.0
c-6701003169238,producto 01,Vida grupo particular,F,PEN,1948-04-05,2020-03-11,2025-03-25,0.1,271.0,3120.0
c-6701003169261,producto 01,Vida grupo particular,F,PEN,1968-05-25,2020-03-11,2025-03-25,0.1,3.0,250.0
c-6701003169425,producto 01,Vida grupo particular,F,PEN,1964-06-24,2020-03-11,2025-03-15,0.1,21.0,900.0
c-6701003169539,producto 01,Vida grupo particular,F,PEN,1964-08-13,2020-03-11,2025-04-09,0.1,61.0,700.0
c-6701003169552,producto 01,Vida grupo particular,F,PEN,1940-04-18,2020-03-11,2025-03-20,0.1,165.0,1900.0
c-6701003169757,producto 01,Vida grupo particular,F,PEN,1966-06-03,2020-03-11,2025-03-17,0.1,50.0,900.0
c-6701003169858,producto 01,Vida grupo particular,F,PEN,1978-05-29,2020-03-11,2025-03-15,0.1,90.0,2100.0
c-6701003169890,producto 01,Vida grupo particular,F,PEN,1941-10-24,2020-03-11,2025-03-24,0.1,135.0,2130.0
c-6701003169935,producto 01,Vida grupo particular,F,PEN,1967-01-01,2020-03-11,2025-04-09,0.1,23.0,1290.0
c-6701003170187,producto 01,Vida grupo particular,F,PEN,1961-01-25,2020-03-11,2026-03-24,0.1,56.0,900.0
c-6701003170526,producto 01,Vida grupo particular,F,PEN,1961-11-04,2020-03-12,2025-03-17,0.1,75.0,1900.0
c-6701003170544,producto 01,Vida grupo particular,F,PEN,1952-04-10,2020-03-12,2025-03-17,0.1,176.0,2180.0
c-6701003170770,producto 01,Vida grupo particular,F,PEN,1984-02-29,2020-03-12,2026-04-04,0.1,7.0,500.0
c-6701003170773,producto 01,Vida grupo particular,F,PEN,1944-07-26,2020-03-12,2026-01-20,0.1,1.0,600.0
c-6701003170845,producto 01,Vida grupo particular,F,PEN,1993-03-20,2020-03-12,2025-03-21,0.1,5.0,300.0
c-6701003171074,producto 01,Vida grupo particular,F,PEN,1976-06-26,2020-03-12,2025-03-17,0.1,1.0,500.0
c-6701003171136,producto 01,Vida grupo particular,F,PEN,1985-09-03,2020-03-12,2025-03-17,0.1,59.0,700.0
c-6701003171197,producto 01,Vida grupo particular,F,PEN,1962-07-12,2020-03-12,2025-03-17,0.1,9.0,2900.0
c-6701003171245,producto 01,Vida grupo particular,F,PEN,1951-12-25,2020-03-12,2025-04-09,0.1,132.0,1500.0
c-6701003171266,producto 01,Vida grupo particular,F,PEN,1988-12-02,2020-03-12,2025-03-17,0.1,9.0,1300.0
c-6701003171355,producto 01,Vida grupo particular,F,PEN,1969-06-16,2020-03-12,2025-03-17,0.1,19.0,2500.0
c-6701003171388,producto 01,Vida grupo particular,F,PEN,1970-04-30,2020-03-12,2025-03-22,0.1,53.0,1500.0
c-6701003171445,producto 01,Vida grupo particular,F,PEN,1956-01-29,2020-03-12,2025-03-28,0.1,6.0,1700.0
c-6701003171927,producto 01,Vida grupo particular,F,PEN,1974-11-20,2020-03-12,2025-03-17,0.1,69.0,1100.0
c-6701003172072,producto 01,Vida grupo particular,F,PEN,1966-04-26,2020-03-13,2025-03-17,0.1,7.0,1555.0
c-6701003172089,producto 01,Vida grupo particular,F,PEN,1957-05-13,2020-03-13,2026-03-28,0.1,17.0,200.0
c-6701003172090,producto 01,Vida grupo particular,F,PEN,1981-11-19,2020-03-13,2026-03-17,0.1,65.0,1100.0
c-6701003172121,producto 01,Vida grupo particular,F,PEN,1947-03-07,2020-03-13,2025-03-17,0.1,44.0,1000.0
c-6701003172317,producto 01,Vida grupo particular,F,PEN,1944-11-17,2020-03-13,2025-04-02,0.1,53.0,1300.0
c-6701003172341,producto 01,Vida grupo particular,F,PEN,1944-04-27,2020-03-13,2026-03-17,0.1,83.0,1200.0
c-6701003172359,producto 01,Vida grupo particular,F,PEN,1977-10-30,2020-03-13,2025-03-17,0.1,35.0,460.0
c-6701003172445,producto 01,Vida grupo particular,F,PEN,1965-10-27,2020-03-13,2025-03-21,0.1,29.0,1300.0
c-6701003172445,producto 01,Vida grupo particular,F,PEN,1965-10-27,2020-03-13,2025-03-21,0.1,52.0,1300.0
c-6701003172512,producto 01,Vida grupo particular,F,PEN,1964-03-18,2020-03-13,2025-03-17,0.1,20.0,2170.0
c-6701003172585,producto 01,Vida grupo particular,F,PEN,1964-08-15,2020-03-13,2025-03-22,0.1,44.0,1845.0
c-6701003172650,producto 01,Vida grupo particular,F,PEN,1945-12-24,2020-03-13,2025-03-17,0.1,38.0,500.0
c-6701003172858,producto 01,Vida grupo particular,F,PEN,1972-05-11,2020-03-13,2025-03-17,0.1,43.0,2960.0
c-6701003173047,producto 01,Vida grupo particular,F,PEN,1976-06-05,2020-03-13,2026-03-13,0.1,104.0,2100.0
c-6701003173047,producto 01,Vida grupo particular,F,PEN,1976-06-05,2020-03-13,2026-03-17,0.1,172.0,2100.0
c-6701003173074,producto 01,Vida grupo particular,F,PEN,1970-10-21,2020-03-13,2025-03-17,0.1,27.0,1250.0
c-6701003173345,producto 01,Vida grupo particular,F,PEN,1969-02-06,2020-03-13,2026-03-20,0.1,110.0,1300.0
c-6701003173360,producto 01,Vida grupo particular,F,PEN,1967-01-24,2020-03-13,2026-03-17,0.1,275.0,3700.0
c-6701003173541,producto 01,Vida grupo particular,F,PEN,1946-07-17,2020-03-14,2026-03-25,0.1,8.0,745.0
c-6701003173579,producto 01,Vida grupo particular,F,PEN,1968-01-23,2020-03-14,2025-03-27,0.1,67.0,1020.0
c-6701003173643,producto 01,Vida grupo particular,F,PEN,1968-11-29,2020-03-14,2025-03-24,0.1,41.0,700.0
c-6701003173661,producto 01,Vida grupo particular,F,PEN,1953-12-10,2020-03-14,2025-03-18,0.1,73.0,900.0
c-6701003173871,producto 01,Vida grupo particular,F,PEN,1962-07-21,2020-03-14,2025-03-18,0.1,25.0,700.0
c-6701003174068,producto 01,Vida grupo particular,F,PEN,1950-08-04,2020-03-14,2025-03-18,0.1,70.0,2300.0
c-6701003174105,producto 01,Vida grupo particular,F,PEN,1942-07-14,2020-03-14,2025-03-18,0.1,76.0,1100.0
c-6701003174126,producto 01,Vida grupo particular,F,PEN,1946-12-08,2020-03-14,2026-03-18,0.1,28.0,1700.0
c-6701003174149,producto 01,Vida grupo particular,F,PEN,1967-12-20,2020-03-14,2025-03-18,0.1,297.0,3700.0
c-6701003174369,producto 01,Vida grupo particular,F,PEN,1994-03-22,2020-03-16,2025-03-20,0.1,1.0,700.0
c-6701003174466,producto 01,Vida grupo particular,F,PEN,1973-04-10,2020-03-16,2025-03-17,0.1,91.0,1300.0
c-6701003174491,producto 01,Vida grupo particular,F,PEN,1943-09-06,2020-03-16,2026-03-20,0.1,12.0,700.0
c-6701003174889,producto 01,Vida grupo particular,F,PEN,1967-01-04,2020-03-16,2025-03-20,0.1,34.0,500.0
c-6701003174919,producto 01,Vida grupo particular,F,PEN,1944-07-18,2020-03-16,2025-03-20,0.1,40.0,2300.0
c-6701003174967,producto 01,Vida grupo particular,F,PEN,1980-10-14,2020-03-16,2025-03-20,0.1,49.0,600.0
c-6701003174988,producto 01,Vida grupo particular,F,PEN,1960-02-28,2020-03-16,2026-01-20,0.1,127.0,1500.0
c-6701003175221,producto 01,Vida grupo particular,F,PEN,1965-10-13,2020-03-16,2026-03-20,0.1,155.0,1880.0
c-6701003175607,producto 01,Vida grupo particular,F,PEN,1972-06-02,2020-03-16,2026-03-20,0.1,52.0,900.0
c-6701003176003,producto 01,Vida grupo particular,F,PEN,1951-10-05,2020-03-17,2025-03-21,0.1,47.0,1300.0
c-6701003176187,producto 01,Vida grupo particular,F,PEN,1985-05-05,2020-03-18,2025-04-11,0.1,44.0,1100.0
c-6701003176280,producto 01,Vida grupo particular,F,PEN,1990-03-26,2020-03-19,2025-03-27,0.1,44.0,500.0
c-6701003176318,producto 01,Vida grupo particular,F,PEN,1971-09-19,2020-03-20,2025-03-24,0.1,49.0,730.0
c-6701003176320,producto 01,Vida grupo particular,F,PEN,1941-02-18,2020-03-20,2026-02-16,0.1,11.0,300.0
c-6701003176334,producto 01,Vida grupo particular,F,PEN,1990-07-14,2020-03-20,2026-04-18,0.1,60.0,700.0
c-6701003176460,producto 01,Vida grupo particular,F,PEN,1951-10-03,2020-03-23,2026-04-03,0.1,5.0,735.0
c-6701003176486,producto 01,Vida grupo particular,F,PEN,1951-06-25,2020-03-23,2025-03-27,0.1,257.0,3700.0
c-6701003176510,producto 01,Vida grupo particular,F,PEN,1944-04-30,2020-03-24,2025-03-28,0.1,3.0,900.0
c-6701003176515,producto 01,Vida grupo particular,F,PEN,1951-05-21,2020-03-24,2026-03-28,0.1,15.0,830.0
c-6701003176536,producto 01,Vida grupo particular,F,PEN,1964-05-15,2020-03-24,2026-01-28,0.1,30.0,900.0
c-6701003176536,producto 01,Vida grupo particular,F,PEN,1964-05-15,2020-03-24,2026-01-28,0.1,53.0,900.0
c-6701003176566,producto 01,Vida grupo particular,F,PEN,1948-01-11,2020-03-25,2026-04-03,0.1,57.0,2000.0
c-6701003176625,producto 01,Vida grupo particular,F,PEN,1962-05-30,2020-03-26,2026-04-03,0.1,82.0,1500.0
c-6701003176772,producto 01,Vida grupo particular,F,PEN,1975-08-29,2020-03-30,2025-10-04,0.1,5.0,900.0
c-6701003177202,producto 01,Vida grupo particular,F,PEN,1945-01-28,2020-04-14,2025-05-12,0.1,20.0,550.0
c-6701003177282,producto 01,Vida grupo particular,F,PEN,1962-01-26,2020-04-15,2025-05-13,0.1,30.0,900.0
c-6701003177292,producto 01,Vida grupo particular,F,PEN,1969-12-14,2020-04-15,2026-05-11,0.1,26.0,1445.0
c-6701003177294,producto 01,Vida grupo particular,F,PEN,1952-04-26,2020-04-15,2025-05-13,0.1,57.0,800.0
c-6701003177296,producto 01,Vida grupo particular,F,PEN,1984-08-10,2020-04-15,2025-05-13,0.1,98.0,1100.0
c-6701003177307,producto 01,Vida grupo particular,F,PEN,1945-01-29,2020-04-15,2026-05-13,0.1,123.0,1840.0
c-6701003177340,producto 01,Vida grupo particular,F,PEN,1985-12-30,2020-04-16,2025-05-13,0.1,23.0,320.0
c-6701003177349,producto 01,Vida grupo particular,F,PEN,1984-08-16,2020-04-16,2025-05-13,0.1,56.0,800.0
c-6701003177376,producto 01,Vida grupo particular,F,PEN,1973-08-26,2020-04-16,2026-04-21,0.1,40.0,1340.0
c-6701003177404,producto 01,Vida grupo particular,F,PEN,1966-05-20,2020-04-16,2025-05-12,0.1,66.0,900.0
c-6701003177411,producto 01,Vida grupo particular,F,PEN,1962-05-14,2020-04-16,2026-05-13,0.1,83.0,2175.0
c-6701003177447,producto 01,Vida grupo particular,F,PEN,1960-03-12,2020-04-17,2025-05-15,0.1,2.0,335.0
c-6701003177477,producto 01,Vida grupo particular,F,PEN,1949-07-13,2020-04-17,2025-05-13,0.1,19.0,1000.0
c-6701003177481,producto 01,Vida grupo particular,F,PEN,1977-02-24,2020-04-17,2025-05-13,0.1,23.0,1400.0
c-6701003177481,producto 01,Vida grupo particular,F,PEN,1977-02-24,2020-04-17,2025-05-13,0.1,78.0,1400.0
c-6701003177544,producto 01,Vida grupo particular,F,PEN,1959-10-05,2020-04-20,2025-05-16,0.1,45.0,800.0
c-6701003177621,producto 01,Vida grupo particular,F,PEN,1961-12-10,2020-04-20,2025-05-19,0.1,57.0,1700.0
c-6701003177764,producto 01,Vida grupo particular,F,PEN,1969-09-04,2020-04-22,2025-05-20,0.1,106.0,2000.0
c-6701003177808,producto 01,Vida grupo particular,F,PEN,1977-03-23,2020-04-23,2026-04-22,0.1,53.0,1150.0
c-6701003177853,producto 01,Vida grupo particular,F,PEN,1968-04-24,2020-04-23,2025-05-02,0.1,84.0,1900.0
c-6701003178007,producto 01,Vida grupo particular,F,PEN,1946-08-22,2020-04-27,2026-05-16,0.1,54.0,3000.0
c-6701003178018,producto 01,Vida grupo particular,F,PEN,1954-09-23,2020-04-27,2025-05-20,0.1,21.0,340.1
c-6701003178074,producto 01,Vida grupo particular,F,PEN,1972-11-26,2020-04-27,2026-05-25,0.1,50.0,650.0
c-6701003178116,producto 01,Vida grupo particular,F,PEN,1992-04-15,2020-04-28,2025-05-02,0.1,62.0,1000.0
c-6701003178172,producto 01,Vida grupo particular,F,PEN,1979-05-03,2020-04-28,2025-05-26,0.1,34.0,400.0
c-6701003178263,producto 01,Vida grupo particular,F,PEN,1988-10-06,2020-04-29,2025-05-27,0.1,6.0,500.0
c-6701003178283,producto 01,Vida grupo particular,F,PEN,1974-05-29,2020-04-29,2025-05-27,0.1,8.0,600.0
c-6701003178289,producto 01,Vida grupo particular,F,PEN,1945-03-19,2020-04-29,2025-05-27,0.1,48.0,600.0
c-6701003178297,producto 01,Vida grupo particular,F,PEN,1970-07-21,2020-04-29,2025-05-27,0.1,4.0,600.0
c-6701003178299,producto 01,Vida grupo particular,F,PEN,1948-03-24,2020-04-29,2026-05-27,0.1,15.0,1000.0
c-6701003178329,producto 01,Vida grupo particular,F,PEN,1964-02-24,2020-04-29,2025-05-03,0.1,161.0,2285.0
c-6701003178334,producto 01,Vida grupo particular,F,PEN,1947-08-27,2020-04-30,2025-05-27,0.1,34.0,1100.0
c-6701003178453,producto 01,Vida grupo particular,F,PEN,1953-08-27,2020-04-30,2025-05-27,0.1,52.0,1985.0
c-6701003178463,producto 01,Vida grupo particular,F,PEN,1967-07-03,2020-04-30,2025-05-27,0.1,55.0,900.0
c-6701003178464,producto 01,Vida grupo particular,F,PEN,1945-01-21,2020-04-30,2025-05-27,0.1,146.0,2075.0
c-6701003178530,producto 01,Vida grupo particular,F,PEN,1954-08-25,2020-05-04,2025-05-04,0.1,56.0,1500.0
c-6701003178596,producto 01,Vida grupo particular,F,PEN,1950-07-06,2020-05-05,2025-05-05,0.1,35.0,800.0
c-6701003178644,producto 01,Vida grupo particular,F,PEN,1968-07-20,2020-05-05,2026-05-05,0.1,244.0,3000.0
c-6701003178706,producto 01,Vida grupo particular,F,PEN,1952-05-02,2020-05-06,2026-05-06,0.1,27.0,700.0
c-6701003178799,producto 01,Vida grupo particular,F,PEN,1970-08-18,2020-05-07,2025-05-07,0.1,104.0,1400.0
c-6701003178905,producto 01,Vida grupo particular,F,PEN,1989-05-04,2020-05-08,2026-05-08,0.1,44.0,500.0
c-6701003178942,producto 01,Vida grupo particular,F,PEN,1952-10-11,2020-05-08,2025-05-08,0.1,38.0,900.0
c-6701003178945,producto 01,Vida grupo particular,F,PEN,1991-01-25,2020-05-08,2026-04-08,0.1,24.0,1300.0
c-6701003179003,producto 01,Vida grupo particular,F,PEN,1982-03-31,2020-05-11,2025-06-11,0.1,9.0,400.0
c-6701003179150,producto 01,Vida grupo particular,F,PEN,1993-08-28,2020-05-12,2025-06-12,0.1,19.0,1100.0
c-6701003179253,producto 01,Vida grupo particular,F,PEN,1975-08-08,2020-05-13,2026-05-13,0.1,2.0,1000.0
c-6701003179340,producto 01,Vida grupo particular,F,PEN,1958-05-29,2020-05-14,2026-06-14,0.1,137.0,2000.0
c-6701003179379,producto 01,Vida grupo particular,F,PEN,1988-03-23,2020-05-14,2025-05-14,0.1,31.0,400.0
c-6701003179495,producto 01,Vida grupo particular,F,PEN,1988-01-19,2020-05-15,2025-05-15,0.1,55.0,1000.0
c-6701003179713,producto 01,Vida grupo particular,F,PEN,1967-10-04,2020-05-18,2026-05-18,0.1,35.0,1300.0
c-6701003179773,producto 01,Vida grupo particular,F,PEN,1945-04-07,2020-05-19,2025-05-19,0.1,47.0,1500.0
c-6701003179776,producto 01,Vida grupo particular,F,PEN,1950-10-07,2020-05-19,2026-05-19,0.1,6.0,900.0
c-6701003179819,producto 01,Vida grupo particular,F,PEN,1963-04-07,2020-05-20,2026-05-20,0.1,46.0,550.0
c-6701003179898,producto 01,Vida grupo particular,F,PEN,1971-09-03,2020-05-22,2026-05-22,0.1,112.0,1800.0
c-6701003179905,producto 01,Vida grupo particular,F,PEN,1992-03-14,2020-05-22,2026-04-22,0.1,69.0,1000.0
c-6701003179943,producto 01,Vida grupo particular,F,PEN,1941-05-08,2020-05-22,2025-01-22,0.1,36.0,1200.0
c-6701003179948,producto 01,Vida grupo particular,F,PEN,1952-01-19,2020-05-22,2025-06-22,0.1,211.0,2700.0
c-6701003180054,producto 01,Vida grupo particular,F,PEN,1940-10-20,2020-05-26,2026-06-26,0.1,112.0,1800.0
c-6701003180062,producto 01,Vida grupo particular,F,PEN,1974-06-06,2020-05-26,2026-05-26,0.1,136.0,2000.0
c-6701003180104,producto 01,Vida grupo particular,F,PEN,1964-04-07,2020-05-27,2025-05-27,0.1,140.0,1895.0
c-6701003180146,producto 01,Vida grupo particular,F,PEN,1953-07-24,2020-05-27,2025-05-27,0.1,26.0,2100.0
c-6701003180168,producto 01,Vida grupo particular,F,PEN,1967-05-15,2020-05-27,2026-05-27,0.1,51.0,2800.0
c-6701003180171,producto 01,Vida grupo particular,F,PEN,1979-10-08,2020-05-28,2025-05-28,0.1,13.0,500.0
c-6701003180173,producto 01,Vida grupo particular,F,PEN,1980-10-19,2020-05-28,2026-05-28,0.1,13.0,3000.0
c-6701003180176,producto 01,Vida grupo particular,F,PEN,1963-03-18,2020-05-28,2025-05-28,0.1,27.0,900.0
c-6701003180220,producto 01,Vida grupo particular,F,PEN,1976-02-19,2020-05-28,2025-05-28,0.1,37.0,2600.0
c-6701003180269,producto 01,Vida grupo particular,F,PEN,1985-01-03,2020-05-29,2025-05-29,0.1,54.0,2300.0
c-6701003180315,producto 01,Vida grupo particular,F,PEN,1965-01-27,2020-05-29,2025-05-29,0.1,67.0,2600.0
c-6701003180322,producto 01,Vida grupo particular,F,PEN,1963-12-09,2020-05-29,2026-05-29,0.1,67.0,1500.0
c-6701003180375,producto 01,Vida grupo particular,F,PEN,1942-08-22,2020-06-01,2024-10-01,0.1,29.0,500.0
c-6701003180381,producto 01,Vida grupo particular,F,PEN,1955-04-14,2020-06-01,2026-06-01,0.1,87.0,2780.0
c-6701003180387,producto 01,Vida grupo particular,F,PEN,1964-08-05,2020-06-01,2026-06-01,0.1,204.0,2300.0
c-6701003180439,producto 01,Vida grupo particular,F,PEN,1974-10-06,2020-06-02,2025-07-02,0.1,20.0,700.0
c-6701003180456,producto 01,Vida grupo particular,F,PEN,1959-08-19,2020-06-02,2026-05-02,0.1,64.0,2300.0
c-6701003180504,producto 01,Vida grupo particular,F,PEN,1961-08-07,2020-06-03,2025-06-03,0.1,84.0,2000.0
c-6701003180507,producto 01,Vida grupo particular,F,PEN,1941-12-14,2020-06-03,2025-06-03,0.1,170.0,2000.0
c-6701003180543,producto 01,Vida grupo particular,F,PEN,1940-07-18,2020-06-04,2025-06-04,0.1,44.0,650.0
c-6701003180553,producto 01,Vida grupo particular,F,PEN,1941-12-07,2020-06-04,2026-06-04,0.1,86.0,1440.0
c-6701003180599,producto 01,Vida grupo particular,F,PEN,1962-10-13,2020-06-05,2025-06-05,0.1,37.0,1800.0
c-6701003180615,producto 01,Vida grupo particular,F,PEN,1947-08-22,2020-06-05,2026-06-05,0.1,86.0,2090.0
c-6701003180623,producto 01,Vida grupo particular,F,PEN,1954-12-28,2020-06-05,2025-07-05,0.1,88.0,1300.0
c-6701003180668,producto 01,Vida grupo particular,F,PEN,1974-03-15,2020-06-05,2025-06-05,0.1,84.0,950.0
c-6701003180681,producto 01,Vida grupo particular,F,PEN,1966-01-31,2020-06-06,2025-06-06,0.1,170.0,2110.0
c-6701003180686,producto 01,Vida grupo particular,F,PEN,1983-08-20,2020-06-06,2026-06-06,0.1,83.0,3000.0
c-6701003180758,producto 01,Vida grupo particular,F,PEN,1943-02-06,2020-06-08,2026-06-08,0.1,159.0,2000.0
c-6701003180773,producto 01,Vida grupo particular,F,PEN,1945-12-03,2020-06-08,2025-06-08,0.1,35.0,1840.0
c-6701003180824,producto 01,Vida grupo particular,F,PEN,1960-05-17,2020-06-08,2025-07-08,0.1,81.0,900.0
c-6701003180907,producto 01,Vida grupo particular,F,PEN,1975-01-16,2020-06-09,2025-06-09,0.1,76.0,1750.0
c-6701003180974,producto 01,Vida grupo particular,F,PEN,1945-07-30,2020-06-09,2026-06-09,0.1,24.0,1800.0
c-6701003181016,producto 01,Vida grupo particular,F,PEN,1941-04-03,2020-06-09,2026-07-09,0.1,45.0,1800.0
c-6701003181025,producto 01,Vida grupo particular,F,PEN,1967-04-03,2020-06-09,2025-06-09,0.1,66.0,800.0
c-6701003181056,producto 01,Vida grupo particular,F,PEN,1971-03-06,2020-06-09,2026-06-09,0.1,7.0,800.0
c-6701003181094,producto 01,Vida grupo particular,F,PEN,1988-11-06,2020-06-10,2026-06-10,0.1,106.0,1500.0
c-6701003181316,producto 01,Vida grupo particular,F,PEN,1994-10-05,2020-06-11,2025-06-11,0.1,35.0,1200.0
c-6701003181420,producto 01,Vida grupo particular,F,PEN,1942-08-21,2020-06-11,2026-07-11,0.1,12.0,2000.0
c-6701003181553,producto 01,Vida grupo particular,F,PEN,1984-04-18,2020-06-12,2026-06-12,0.1,79.0,900.0
c-6701003181680,producto 01,Vida grupo particular,F,PEN,1984-04-21,2020-06-12,2026-06-12,0.1,13.0,1200.0
c-6701003181887,producto 01,Vida grupo particular,F,PEN,1956-10-27,2020-06-15,2026-06-15,0.1,13.0,830.0
c-6701003181915,producto 01,Vida grupo particular,F,PEN,1948-11-12,2020-06-16,2025-07-16,0.1,43.0,700.0
c-6701003182022,producto 01,Vida grupo particular,F,PEN,1948-03-05,2020-06-17,2026-06-17,0.1,8.0,1945.0
c-6701003182036,producto 01,Vida grupo particular,F,PEN,1960-04-28,2020-06-17,2026-06-17,0.1,36.0,1590.0
c-6701003182247,producto 01,Vida grupo particular,F,PEN,1985-10-25,2020-06-19,2026-06-19,0.1,37.0,700.0
c-6701003182289,producto 01,Vida grupo particular,F,PEN,1968-04-02,2020-06-19,2026-07-19,0.1,5.0,1800.0
c-6701003182353,producto 01,Vida grupo particular,F,PEN,1954-06-23,2020-06-22,2025-06-22,0.1,7.0,800.0
c-6701003182463,producto 01,Vida grupo particular,F,PEN,1970-10-13,2020-06-23,2025-07-23,0.1,71.0,1100.1
c-6701003182565,producto 01,Vida grupo particular,F,PEN,1964-12-24,2020-06-24,2025-06-24,0.1,3.0,600.0
c-6701003182632,producto 01,Vida grupo particular,F,PEN,1964-03-20,2020-06-25,2025-07-25,0.1,7.0,1800.0
c-6701003182702,producto 01,Vida grupo particular,F,PEN,1963-05-29,2020-06-26,2026-06-26,0.1,38.0,800.0
c-6701003182733,producto 01,Vida grupo particular,F,PEN,1967-12-15,2020-06-26,2025-06-26,0.1,33.0,800.0
c-6701003182765,producto 01,Vida grupo particular,F,PEN,1955-12-11,2020-06-27,2025-06-27,0.1,45.0,800.0
c-6701003182774,producto 01,Vida grupo particular,F,PEN,1952-09-04,2020-06-27,2026-06-27,0.1,23.0,600.0
c-6701003182781,producto 01,Vida grupo particular,F,PEN,1945-11-07,2020-06-27,2025-09-27,0.1,5.0,500.0
c-6701003182804,producto 01,Vida grupo particular,F,PEN,1990-09-19,2020-06-27,2025-06-27,0.1,35.0,800.0
c-6701003182901,producto 01,Vida grupo particular,F,PEN,1987-12-12,2020-06-30,2025-06-30,0.1,11.0,900.0
